Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
202011,09,085000,003,    ,00000 ,10100 ,9301 ,278,25540, , ,06013      ,1,1,11,Burlington town,25,25,7963984,1,2,400000,5,19,3158300,0,0,0,25,25,7963984,1,2,400000,5,19,3158300,0,0,0
202011,09,097000,003,    ,00000 ,12270 ,10292 ,278,25540, , ,06022      ,1,1,11,Canton town,7,7,2603571,0,0,0,0,0,0,0,0,0,7,7,2603571,0,0,0,0,0,0,0,0,0
202011,09,105000,009,    ,00000 ,14160 ,29261 ,408,35300, , ,06410      ,1,1,11,Cheshire town,26,26,7235095,0,0,0,0,0,0,0,0,0,26,26,7235095,0,0,0,0,0,0,0,0,0
202011,09,109000,007,    ,00000 ,14300 ,3994 ,278,25540, , ,06412      ,1,1,5,Chester town,0,0,160000,0,0,0,0,0,0,0,0,0,0,0,160000,0,0,0,0,0,0,0,0,0
202011,09,113000,007,    ,00000 ,15350 ,13260 ,278,25540, , ,06413      ,1,1,11,Clinton town,17,17,3813500,0,0,0,0,0,0,0,0,0,17,17,3813500,0,0,0,0,0,0,0,0,0
202011,09,121000,011,    ,00000 ,15910 ,16068 ,278,35980, , ,06415      ,1,1,5,Colchester town,15,15,3747256,1,2,292000,0,0,0,0,0,0,8,8,1785985,0,0,0,0,0,0,0,0,0
202011,09,129000,013,    ,00000 ,16400 ,5485 ,278,25540, , ,06237      ,1,1,0,Columbia town,2,2,452500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,09,137000,013,    ,00000 ,17800 ,12435 ,278,25540, , ,062383615  ,1,1,11,Coventry town,21,21,4500472,0,0,0,0,0,0,0,0,0,21,21,4500472,0,0,0,0,0,0,0,0,0
202011,09,141000,007,    ,00000 ,18080 ,14005 ,278,25540, , ,06416      ,1,1,0,Cromwell town,10,10,2833422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,09,145000,001,0230,18430 ,18500 ,80893 ,408,14860,2,1,06810      ,1,1,11,Danbury,81,81,21412690,0,0,0,0,0,0,1,100,1200000,81,81,21412690,0,0,0,0,0,0,1,100,1200000
202011,09,157000,001,    ,00000 ,18850 ,20732 ,408,14860, , ,06820      ,1,1,9,Darien town,23,23,28798738,0,0,0,0,0,0,0,0,0,15,15,18209000,0,0,0,0,0,0,0,0,0
202011,09,161000,007,    ,00000 ,19130 ,4629 ,278,25540, , ,06417      ,1,1,10,Deep River town,5,5,1328000,0,0,0,0,0,0,0,0,0,5,5,1328000,0,0,0,0,0,0,0,0,0
202011,09,169000,007,    ,00000 ,20810 ,7388 ,278,25540, , ,06422      ,1,1,11,Durham town,5,5,1449080,0,0,0,0,0,0,0,0,0,5,5,1449080,0,0,0,0,0,0,0,0,0
202011,09,173000,003,    ,00000 ,22070 ,5148 ,278,25540, , ,06026      ,1,1,11,East Granby town,1,1,500000,0,0,0,0,0,0,0,0,0,1,1,500000,0,0,0,0,0,0,0,0,0
202011,09,177000,007,    ,00000 ,22280 ,9126 ,278,25540, , ,064690000  ,1,1,11,East Haddam town,10,10,2306250,0,0,0,0,0,0,0,0,0,10,10,2306250,0,0,0,0,0,0,0,0,0
202011,09,181000,007,    ,00000 ,22490 ,12959 ,278,25540, , ,064241002  ,1,1,0,East Hampton town,16,16,2725579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,09,185000,003,    ,00000 ,22630 ,51252 ,278,25540, ,1,06108      ,1,1,6,East Hartford town,5,5,894600,0,0,0,0,0,0,0,0,0,2,2,332100,0,0,0,0,0,0,0,0,0
202011,09,193000,011,    ,00000 ,23400 ,19159 ,278,35980, , ,06357      ,1,1,11,East Lyme town,59,59,13247654,0,0,0,0,0,0,3,20,3660000,59,59,13247654,0,0,0,0,0,0,3,20,3660000
202011,09,197000,003,    ,00000 ,24800 ,11162 ,278,25540, , ,06016      ,1,1,11,East Windsor town,12,12,2067096,0,0,0,0,0,0,0,0,0,12,12,2067096,0,0,0,0,0,0,0,0,0
202011,09,205000,001,    ,00000 ,23890 ,7490 ,408,14860, , ,06612      ,1,1,11,Easton town,8,8,3828128,0,0,0,0,0,0,0,0,0,8,8,3828128,0,0,0,0,0,0,0,0,0
202011,09,209000,013,    ,00000 ,25360 ,15602 ,278,25540, , ,06029      ,1,1,0,Ellington town,35,35,7369199,0,0,0,0,0,0,11,70,8591100,0,0,0,0,0,0,0,0,0,0,0,0
202011,09,213000,003,    ,00000 ,25990 ,44654 ,278,25540, , ,06082      ,1,1,10,Enfield town,10,10,1760000,0,0,0,0,0,0,1,5,513656,9,9,1575000,0,0,0,0,0,0,0,0,0
202011,09,217000,007,    ,00000 ,26270 ,6683 ,278,25540, , ,064261167  ,1,1,10,Essex town,6,6,2803000,0,0,0,0,0,0,0,0,0,6,6,2803000,0,0,0,0,0,0,0,0,0
202011,09,221000,001,    ,00000 ,26620 ,59404 ,408,14860, , ,06824      ,1,1,11,Fairfield town,28,28,14086695,10,20,5926740,1,4,1200000,1,90,11805505,28,28,14086695,10,20,5926740,1,4,1200000,1,90,11805505
202011,09,225000,003,    ,00000 ,27600 ,25340 ,278,25540, , ,06032      ,1,1,10,Farmington town,18,18,4278603,0,0,0,1,4,529870,1,6,656370,13,13,3304821,0,0,0,1,4,529870,1,6,656370
202011,09,229000,007,0340,27810 ,57320 ,43 ,278,25540, , ,06475      ,1,1,10,Fenwick borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,09,237000,003,    ,00000 ,31240 ,34427 ,278,25540, , ,06033      ,1,1,11,Glastonbury town,31,31,10331800,0,0,0,0,0,0,0,0,0,31,31,10331800,0,0,0,0,0,0,0,0,0
202011,09,245000,003,    ,00000 ,32640 ,11282 ,278,25540, , ,06035      ,1,1,11,Granby town,14,14,2292459,0,0,0,0,0,0,1,26,1642000,14,14,2292459,0,0,0,0,0,0,1,26,1642000
202011,09,249000,001,    ,00000 ,33620 ,61171 ,408,14860, , ,06830      ,1,1,9,Greenwich town,51,51,56163400,0,0,0,0,0,0,0,0,0,29,29,32745000,0,0,0,0,0,0,0,0,0
202011,09,253000,011,    ,00000 ,33900 ,8464 ,278,35980,2, ,06351      ,1,1,10,Griswold town,14,14,2440896,0,0,0,0,0,0,1,9,875000,13,13,2220341,0,0,0,0,0,0,0,0,0
202011,09,273000,007,    ,00000 ,35230 ,8346 ,278,25540, , ,06438      ,1,1,11,Haddam town,6,6,1298483,0,0,0,0,0,0,0,0,0,6,6,1298483,0,0,0,0,0,0,0,0,0
202011,09,285000,003,0400,37000 ,37070 ,124775 ,278,25540,2,1,06103      ,1,1,0,Hartford,9,9,1210617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,09,289000,003,    ,00000 ,37140 ,2114 ,278,25540, , ,06035      ,1,1,11,Hartland town,1,1,400000,0,0,0,0,0,0,0,0,0,1,1,400000,0,0,0,0,0,0,0,0,0
202011,09,297000,013,    ,00000 ,37910 ,9686 ,278,25540, , ,06248      ,1,1,0,Hebron town,13,13,4058686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,09,305000,005,    ,00000 ,40290 ,2979 ,999,99999, , ,06757      ,1,1,11,Kent town,7,7,10621272,0,0,0,0,0,0,0,0,0,7,7,10621272,0,0,0,0,0,0,0,0,0
202011,09,313000,007,    ,00000 ,40710 ,6525 ,278,25540, , ,06419      ,1,1,11,Killingworth town,11,11,2628000,0,0,0,0,0,0,0,0,0,11,11,2628000,0,0,0,0,0,0,0,0,0
202011,09,317000,011,    ,00000 ,42390 ,7308 ,278,35980, , ,062491506  ,1,1,11,Lebanon town,7,7,1839927,0,0,0,0,0,0,0,0,0,7,7,1839927,0,0,0,0,0,0,0,0,0
202011,09,337000,011,    ,00000 ,44210 ,2406 ,278,35980, , ,06371      ,1,1,11,Lyme town,5,5,1326635,0,0,0,0,0,0,0,0,0,5,5,1326635,0,0,0,0,0,0,0,0,0
202011,09,345000,003,    ,00000 ,44700 ,58241 ,278,25540, , ,06040      ,1,1,11,Manchester town,14,14,2942760,2,4,242000,0,0,0,1,13,801000,14,14,2942760,2,4,242000,0,0,0,1,13,801000
202011,09,349000,013,    ,00000 ,44910 ,26543 ,278,25540, , ,06268      ,1,1,11,Mansfield town,1,1,406200,0,0,0,0,0,0,0,0,0,1,1,406200,0,0,0,0,0,0,0,0,0
202011,09,353000,003,    ,00000 ,45820 ,6404 ,278,25540, , ,06447      ,1,1,2,Marlborough town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,09,365000,007,    ,00000 ,47080 ,4425 ,278,25540, , ,06455      ,1,1,11,Middlefield town,6,6,1822000,0,0,0,0,0,0,0,0,0,6,6,1822000,0,0,0,0,0,0,0,0,0
202011,09,369000,007,0520,47290 ,47360 ,47648 ,278,25540,2,1,06457      ,1,1,10,Middletown,19,19,2997049,0,0,0,0,0,0,0,0,0,17,17,2634250,0,0,0,0,0,0,0,0,0
202011,09,377000,009,    ,00000 ,47535 ,52759 ,408,35300,2,1,06460      ,1,1,0,Milford town,29,29,4799676,0,0,0,0,0,0,12,116,7406487,0,0,0,0,0,0,0,0,0,0,0,0
202011,09,381000,001,    ,00000 ,48620 ,19479 ,408,14860, , ,06468      ,1,1,11,Monroe town,7,7,2321990,0,0,0,0,0,0,0,0,0,7,7,2321990,0,0,0,0,0,0,0,0,0
202011,09,397000,003,0580,50370 ,50440 ,73206 ,278,25540,2, ,06051      ,1,1,11,New Britain,4,4,675600,4,8,629400,0,0,0,0,0,0,4,4,675600,4,8,629400,0,0,0,0,0,0
202011,09,401000,001,    ,00000 ,50580 ,19738 ,408,14860, , ,06840      ,1,1,11,New Canaan town,15,15,16464500,0,0,0,0,0,0,1,60,17500000,15,15,16464500,0,0,0,0,0,0,1,60,17500000
202011,09,405000,001,    ,00000 ,50860 ,13881 ,408,14860, , ,06812      ,1,1,1,New Fairfield town,6,6,2077089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,09,413000,009,0600,52000 ,52070 ,129779 ,408,35300,2,1,06510      ,1,1,11,New Haven,15,15,1154000,11,22,2110000,0,0,0,10,700,34814895,15,15,1154000,11,22,2110000,0,0,0,10,700,34814895
202011,09,417000,011,0620,52280 ,52350 ,27620 ,278,35980,2,1,06320      ,1,1,2,New London,32,32,5510655,1,2,194000,0,0,0,0,0,0,1,1,380000,1,2,194000,0,0,0,0,0,0
202011,09,425000,003,    ,00000 ,52140 ,30562 ,278,25540, , ,06111      ,1,1,9,Newington town,7,7,1564490,0,0,0,0,0,0,0,0,0,6,6,1387490,0,0,0,0,0,0,0,0,0
202011,09,433000,001,    ,00000 ,52980 ,25619 ,408,14860,2, ,06470      ,1,1,11,Newtown town,45,45,11913450,1,2,125000,0,0,0,6,82,6425000,45,45,11913450,1,2,125000,0,0,0,6,82,6425000
202011,09,457000,001,0720,55990 ,56060 ,85603 ,408,14860,2,1,068565125  ,1,1,3,Norwalk,13,13,11169708,0,0,0,0,0,0,8,91,25132529,2,2,1925000,0,0,0,0,0,0,0,0,0
202011,09,461000,011,0730,56200 ,56270 ,40493 ,278,35980,2,1,06360      ,1,1,11,Norwich,5,5,1110327,0,0,0,0,0,0,2,60,1919000,5,5,1110327,0,0,0,0,0,0,2,60,1919000
202011,09,473000,007,    ,00000 ,57320 ,10199 ,278,25540, , ,06475      ,1,1,11,Old Saybrook town,12,12,4297447,0,0,0,0,0,0,0,0,0,12,12,4297447,0,0,0,0,0,0,0,0,0
202011,09,481000,009,    ,00000 ,58300 ,12683 ,408,35300, , ,06478      ,1,1,11,Oxford town,44,44,5055000,0,0,0,0,0,0,0,0,0,44,44,5055000,0,0,0,0,0,0,0,0,0
202011,09,489000,003,    ,00000 ,60120 ,17716 ,278,25540, , ,06062      ,1,1,0,Plainville town,12,12,2278788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,09,501000,007,    ,00000 ,61800 ,9508 ,278,25540, , ,06480      ,1,1,10,Portland town,5,5,1871792,0,0,0,0,0,0,0,0,0,4,4,1481000,0,0,0,0,0,0,0,0,0
202011,09,505000,011,    ,00000 ,62150 ,4726 ,278,35980, , ,06360      ,1,1,11,Preston town,17,17,5301685,0,0,0,0,0,0,0,0,0,17,17,5301685,0,0,0,0,0,0,0,0,0
202011,09,509000,009,    ,00000 ,62290 ,9405 ,408,35300, , ,06712      ,1,1,6,Prospect town,27,27,4048614,0,0,0,0,0,0,0,0,0,3,3,814000,0,0,0,0,0,0,0,0,0
202011,09,517000,001,    ,00000 ,63480 ,9158 ,408,14860, , ,06875      ,1,1,11,Redding town,1,1,447900,0,0,0,0,0,0,0,0,0,1,1,447900,0,0,0,0,0,0,0,0,0
202011,09,521000,001,    ,00000 ,63970 ,24638 ,408,14860, , ,06877      ,1,1,11,Ridgefield town,17,17,10054736,0,0,0,0,0,0,0,0,0,17,17,10054736,0,0,0,0,0,0,0,0,0
202011,09,525000,003,    ,00000 ,65370 ,19709 ,278,25540, , ,06067      ,1,1,11,Rocky Hill town,7,7,1860780,0,0,0,0,0,0,0,0,0,7,7,1860780,0,0,0,0,0,0,0,0,0
202011,09,553000,001,0890,68100 ,68170 ,39559 ,408,14860,2, ,06484      ,1,1,11,Shelton,52,52,10558660,0,0,0,0,0,0,5,257,25010940,52,52,10558660,0,0,0,0,0,0,5,257,25010940
202011,09,557000,001,    ,00000 ,68310 ,3581 ,408,14860, , ,06784      ,1,1,11,Sherman town,5,5,5619000,0,0,0,0,0,0,0,0,0,5,5,5619000,0,0,0,0,0,0,0,0,0
202011,09,561000,003,    ,00000 ,68940 ,23511 ,278,25540, , ,06070      ,1,1,11,Simsbury town,52,52,9425636,0,0,0,3,12,1653136,5,106,13217000,52,52,9425636,0,0,0,3,12,1653136,5,106,13217000
202011,09,565000,013,    ,00000 ,69220 ,11444 ,278,25540, , ,060712119  ,1,1,11,Somers town,6,6,1490623,0,0,0,0,0,0,0,0,0,6,6,1490623,0,0,0,0,0,0,0,0,0
202011,09,569000,003,    ,00000 ,71390 ,25709 ,278,25540, , ,06074      ,1,1,7,South Windsor town,22,22,5379009,0,0,0,0,0,0,0,0,0,9,9,2205015,0,0,0,0,0,0,0,0,0
202011,09,577000,003,    ,00000 ,70550 ,43069 ,278,25540, , ,06489      ,1,1,11,Southington town,84,84,13737567,0,0,0,0,0,0,0,0,0,84,84,13737567,0,0,0,0,0,0,0,0,0
202011,09,581000,011,    ,00000 ,71670 ,2984 ,278,35980, , ,06330      ,1,1,10,Sprague town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,09,589000,013,    ,00000 ,72090 ,12087 ,278,25540, , ,06076      ,1,1,11,Stafford town,8,8,2510000,0,0,0,0,0,0,0,0,0,8,8,2510000,0,0,0,0,0,0,0,0,0
202011,09,593000,001,0970,73000 ,73070 ,122643 ,408,14860,2,1,06904      ,1,1,11,Stamford,38,38,23012155,0,0,0,0,0,0,4,270,41141602,38,38,23012155,0,0,0,0,0,0,4,270,41141602
202011,09,609000,001,    ,00000 ,74190 ,51384 ,408,14860, ,1,06497      ,1,1,8,Stratford town,21,21,5565627,1,2,200000,0,0,0,3,15,841874,18,18,4770048,1,2,200000,0,0,0,0,0,0
202011,09,613000,003,    ,00000 ,74540 ,15735 ,278,25540, , ,06078      ,1,1,11,Suffield town,30,30,11036400,0,0,0,0,0,0,0,0,0,30,30,11036400,0,0,0,0,0,0,0,0,0
202011,09,625000,013,    ,00000 ,76290 ,15052 ,278,25540, , ,06084      ,1,1,11,Tolland town,13,13,3498467,0,0,0,0,0,0,0,0,0,13,13,3498467,0,0,0,0,0,0,0,0,0
202011,09,637000,001,    ,00000 ,77200 ,36018 ,408,14860, , ,06611      ,1,1,11,Trumbull town,1,1,289720,0,0,0,0,0,0,5,89,4299442,1,1,289720,0,0,0,0,0,0,5,89,4299442
202011,09,641000,013,    ,00000 ,77830 ,854 ,278,25540, , ,06076      ,1,1,11,Union town,2,2,274700,0,0,0,0,0,0,0,0,0,2,2,274700,0,0,0,0,0,0,0,0,0
202011,09,645000,013,    ,00000 ,78250 ,29179 ,278,25540, , ,06066      ,1,1,6,Vernon town,7,7,788134,1,2,220000,0,0,0,6,123,5618079,5,5,535000,0,0,0,0,0,0,3,108,4507866
202011,09,649000,011,    ,00000 ,78600 ,2603 ,278,35980, , ,06384      ,1,1,7,Voluntown town,2,2,380800,0,0,0,0,0,0,0,0,0,2,2,380800,0,0,0,0,0,0,0,0,0
202011,09,653000,009,    ,00000 ,78740 ,45135 ,408,35300, , ,06492      ,1,1,0,Wallingford town,22,22,3985344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,09,665000,009,1090,80000 ,80070 ,110366 ,408,35300,2, ,06702      ,1,1,7,Waterbury,8,8,605000,1,2,200000,0,0,0,0,0,0,3,3,230000,1,2,200000,0,0,0,0,0,0
202011,09,677000,003,    ,00000 ,82590 ,63268 ,278,25540, , ,06107      ,1,1,0,West Hartford town,13,13,3518263,0,0,0,0,0,0,11,60,2921172,0,0,0,0,0,0,0,0,0,0,0,0
202011,09,685000,007,    ,00000 ,81680 ,6938 ,278,25540, , ,06498      ,1,1,11,Westbrook town,5,5,1690350,0,0,0,0,0,0,1,20,2038000,5,5,1690350,0,0,0,0,0,0,1,20,2038000
202011,09,689000,001,    ,00000 ,83430 ,10179 ,408,14860, , ,06883      ,1,1,1,Weston town,12,12,11795344,0,0,0,0,0,0,0,0,0,6,6,2677540,0,0,0,0,0,0,0,0,0
202011,09,693000,001,    ,00000 ,83500 ,26391 ,408,14860, , ,06880      ,1,1,11,Westport town,48,48,44701000,0,0,0,0,0,0,3,32,5101000,48,48,44701000,0,0,0,0,0,0,3,32,5101000
202011,09,697000,003,    ,00000 ,84900 ,26668 ,278,25540, , ,06109      ,1,1,11,Wethersfield town,4,4,1180120,0,0,0,0,0,0,0,0,0,4,4,1180120,0,0,0,0,0,0,0,0,0
202011,09,701000,013,    ,00000 ,85950 ,6041 ,278,25540, , ,06279      ,1,1,9,Willington town,3,3,757000,0,0,0,0,0,0,0,0,0,1,1,187000,0,0,0,0,0,0,0,0,0
202011,09,705000,001,    ,00000 ,86370 ,18062 ,408,14860, , ,06897      ,1,1,11,Wilton town,6,6,4090080,0,0,0,0,0,0,0,0,0,6,6,4090080,0,0,0,0,0,0,0,0,0
202011,09,713000,015,    ,00000 ,86790 ,25268 ,148,49340, , ,062260001  ,1,1,11,Windham town,4,4,462880,0,0,0,0,0,0,0,0,0,4,4,462880,0,0,0,0,0,0,0,0,0
202011,09,717000,003,    ,00000 ,87070 ,12498 ,278,25540, , ,06096      ,1,1,11,Windsor Locks town,4,4,648175,0,0,0,0,0,0,0,0,0,4,4,648175,0,0,0,0,0,0,0,0,0
202011,09,721000,003,    ,00000 ,87000 ,29044 ,278,25540, , ,06095      ,1,1,10,Windsor town,22,22,3670933,0,0,0,0,0,0,0,0,0,20,20,3318175,0,0,0,0,0,0,0,0,0
202011,09,725000,009,    ,00000 ,87560 ,16680 ,408,35300, , ,06716      ,1,1,3,Wolcott town,27,27,3456319,0,0,0,0,0,0,1,5,300000,10,10,1285000,0,0,0,0,0,0,0,0,0
202011,09,733000,005,    ,00000 ,87910 ,9975 ,999,99999, , ,06798      ,1,1,11,Woodbury town,20,20,4275185,0,0,0,0,0,0,0,0,0,20,20,4275185,0,0,0,0,0,0,0,0,0
202011,23,002000,031,    ,00000 ,00275 ,2447 ,438,38860, , ,04001      ,1,1,0,Acton town,15,15,2877458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,23,003000,029,    ,00000 ,00380 ,1266 ,999,99999, , ,04606      ,1,1,0,Addison town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,23,005000,029,    ,00000 ,00660 ,499 ,999,99999, , ,04694      ,1,1,0,Alexander town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,23,011000,003,    ,00000 ,01220 ,238 ,999,99999,2, ,04471      ,1,1,0,Amity town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,23,015000,013,    ,00000 ,01465 ,1316 ,999,99999, , ,04862      ,1,1,2,Appleton town,7,7,1212106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,23,018000,031,    ,00000 ,01605 ,4022 ,438,38860, , ,04046      ,1,1,11,Arundel town,29,29,6616381,2,4,560000,0,0,0,0,0,0,29,29,6616381,2,4,560000,0,0,0,0,0,0
202011,23,022000,001,0150,02060 ,02060 ,23055 ,438,30340, ,1,04210      ,1,1,11,Auburn,22,22,4781150,0,0,0,0,0,0,7,84,7300999,22,22,4781150,0,0,0,0,0,0,7,84,7300999
202011,23,023000,011,0200,02100 ,02100 ,19136 ,999,99999, , ,04330      ,1,1,9,Augusta,13,13,1953463,4,8,758000,0,0,0,0,0,0,8,8,972000,4,8,758000,0,0,0,0,0,0
202011,23,027000,005,    ,00000 ,02655 ,1525 ,438,38860, , ,04091      ,1,1,11,Baldwin town,11,11,1725000,0,0,0,0,0,0,0,0,0,11,11,1725000,0,0,0,0,0,0,0,0,0
202011,23,029000,019,0250,02795 ,02795 ,33039 ,999,12620, ,1,04401      ,1,1,11,Bangor,20,20,4934580,9,18,2926343,1,4,536845,1,38,5108479,20,20,4934580,9,18,2926343,1,4,536845,1,38,5108479
202011,23,030000,009,    ,00000 ,02865 ,5235 ,999,99999, , ,04609      ,1,1,6,Bar Harbor town,52,52,14093187,4,8,1005000,0,0,0,0,0,0,22,22,6815412,4,8,1005000,0,0,0,0,0,0
202011,23,040000,031,    ,00000 ,04720 ,7246 ,438,38860, , ,03901      ,1,1,5,Berwick town,26,26,6026163,0,0,0,0,0,0,1,5,375000,12,12,2780654,0,0,0,0,0,0,0,0,0
202011,23,042000,031,0500,04860 ,04860 ,21277 ,438,38860, , ,040050586  ,1,1,0,Biddeford,16,16,2863104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011,23,048000,023,    ,00000 ,06260 ,3061 ,438,38860, , ,042870035  ,1,1,5,Bowdoin town,14,14,1659121,0,0,0,0,0,0,0,0,0,11,11,1225000,0,0,0,0,0,0,0,0,0
202011,23,056000,005,    ,00000 ,07170 ,5210 ,438,38860, , ,040091262  ,1,1,10,Bridgton town,65,65,10047781,2,4,420000,0,0,0,4,41,2605667,61,61,9258500,2,4,420000,0,0,0,3,36,2314000
202011,23,058000,015,    ,00000 ,07485 ,2755 ,999,99999, , ,04539      ,1,1,11,Bristol town,23,23,6063000,0,0,0,0,0,0,0,0,0,23,23,6063000,0,0,0,0,0,0,0,0,0
202011,23,064000,005,    ,00000 ,08430 ,20278 ,438,38860, , ,04011      ,1,1,11,Brunswick town,66,66,27362618,0,0,0,0,0,0,0,0,0,66,66,27362618,0,0,0,0,0,0,0,0,0
202011,23,073000,013,    ,00000 ,09725 ,4850 ,999,99999, , ,04843      ,1,1,8,Camden town,11,11,6356410,0,0,0,0,0,0,0,0,0,6,6,2251000,0,0,0,0,0,0,0,0,0
202011,23,078000,003,1100,10565 ,10565 ,8189 ,999,99999, , ,04736      ,1,1,11,Caribou,5,5,1913000,0,0,0,0,0,0,0,0,0,5,5,1913000,0,0,0,0,0,0,0,0,0
202011,23,084000,005,    ,00000 ,11125 ,3742 ,438,38860, , ,040150060  ,1,1,6,Casco town,13,13,2552858,1,2,95000,0,0,0,0,0,0,7,7,1475000,1,2,95000,0,0,0,0,0,0
202011,23,085000,009,    ,00000 ,11265 ,1366 ,999,99999, , ,044210204  ,1,1,11,Castine town,3,3,1375000,0,0,0,0,0,0,0,0,0,3,3,1375000,0,0,0,0,0,0,0,0,0
202011,23,086000,003,    ,00000 ,11300 ,425 ,999,99999, , ,04757      ,1,1,6,Castle Hill town,1,1,175000,0,0,0,0,0,0,0,0,0,1,1,175000,0,0,0,0,0,0,0,0,0
202011,23,089000,003,    ,00000 ,12000 ,468 ,999,99999, , ,047570500  ,1,1,11,Chapman town,3,3,145000,0,0,0,0,0,0,0,0,0,3,3,145000,0,0,0,0,0,0,0,0,0
